Census Tract,Total Population,Majority White,Majority Black,Majority American Indian,Majority Asian,Majority Latino,Majority Pop,White,Black,American Indian,Asian,Latino
8024.02,6495,59.62,2.59,0,8.33,29.47,Majority White,3872,168,0,541,1914
8024.03,1414,84.44,0.78,0,12.52,2.26,Majority White,1194,11,0,177,32
8024.04,8840,49.64,1.28,0.85,14.37,33.87,Majority White,4388,113,75,1270,2994
8025.03,5987,67.96,0,0,20.76,11.27,Majority White,4069,0,0,1243,675
8025.04,8483,57.16,1.04,0.39,6.27,35.14,Majority White,4849,88,33,532,2981
8025.05,7325,37.64,4.71,0.63,13.34,43.69,Majority Latino,2757,345,46,977,3200
8025.06,3345,49.24,0.87,0.21,7.56,42.12,Majority White,1647,29,7,253,1409
8026.05,7159,74.24,2.81,0,18.23,4.72,Majority White,5315,201,0,1305,338
8026.07,1520,84.14,1.97,0,8.95,4.93,Majority White,1279,30,0,136,75
8026.08,6482,91.04,1.05,0,6.26,1.65,Majority White,5901,68,0,406,107
8026.09,7388,43.35,1.18,0.34,13.82,41.31,Majority White,3203,87,25,1021,3052
8026.1,1714,79.7,0,1.98,13.36,4.96,Majority White,1366,0,34,229,85
8027.01,7932,63.73,0.58,0.21,16.39,19.09,Majority White,5055,46,17,1300,1514
8027.02,4576,72.29,1.38,0,17.9,8.44,Majority White,3308,63,0,819,386
8028.01,4789,81.77,2.3,0,10.27,5.66,Majority White,3916,110,0,492,271
8028.02,6918,80.37,2.39,0.43,6.9,9.92,Majority White,5560,165,30,477,686
8029,5809,92.29,0.22,0,5.37,2.12,Majority White,5361,13,0,312,123
8030.05,2731,89.86,1.46,0,6.63,2.05,Majority White,2454,40,0,181,56
8030.07,4769,83.69,0.65,0,9.33,6.33,Majority White,3991,31,0,445,302
8030.08,4528,84.23,1.26,0,7.71,6.8,Majority White,3814,57,0,349,308
8030.1,5387,84.63,0,0.24,6.65,8.48,Majority White,4559,0,13,358,457
8030.12,2418,76.34,3.68,2.94,5.09,11.95,Majority White,1846,89,71,123,289
8030.13,5491,82.74,0,0,4.7,12.57,Majority White,4543,0,0,258,690
8030.14,3938,72.85,0.99,0,9.85,16.3,Majority White,2869,39,0,388,642
8030.15,4666,78.68,7.72,0,6.19,7.42,Majority White,3671,360,0,289,346
8030.16,2630,50.08,0.15,0.23,45.29,4.26,Majority White,1317,4,6,1191,112
8030.17,6336,73.44,0.49,0,13.81,12.26,Majority White,4653,31,0,875,777
8031,3492,93.5,1.15,0,2.12,3.24,Majority White,3265,40,0,74,113
8032,5811,89.86,0.65,0,2.67,6.81,Majority White,5222,38,0,155,396
8033,6187,83.19,0.92,0,8.6,7.29,Majority White,5147,57,0,532,451
8034,6287,90.14,0.29,0,4.91,4.66,Majority White,5667,18,0,309,293
8035,5884,94.1,0.46,0,2.41,3.03,Majority White,5537,27,0,142,178
8036.03,6444,80.7,1.4,0,16.93,0.98,Majority White,5200,90,0,1091,63
8036.04,4286,79.14,3.71,0,9.68,7.47,Majority White,3392,159,0,415,320
8036.05,7545,69.11,2.61,0,11.44,16.85,Majority White,5214,197,0,863,1271
8036.06,10276,32.77,1.43,0.43,8.84,56.54,Majority Latino,3367,147,44,908,5810
8036.07,4995,86.61,0.48,0,5.47,7.45,Majority White,4326,24,0,273,372
8036.08,7683,67.8,4.53,0,12.42,15.25,Majority White,5209,348,0,954,1172
8036.1,7637,68.31,4.83,0.27,14.18,12.4,Majority White,5217,369,21,1083,947
8036.11,6135,39.92,2.97,0,8.2,48.92,Majority Latino,2449,182,0,503,3001
8036.12,4785,48.4,2.09,0.48,4.76,44.26,Majority White,2316,100,23,228,2118
8037.01,2742,81.07,1.02,0,9.59,8.32,Majority White,2223,28,0,263,228
8037.02,5979,81.25,0.7,0.38,10.72,6.94,Majority White,4858,42,23,641,415
8038,4749,82.04,1.16,0.17,3.43,13.2,Majority White,3896,55,8,163,627
8039.01,3701,83.14,1.22,1.73,6.84,7.08,Majority White,3077,45,64,253,262
8039.02,3542,84.73,0.96,0.42,0.9,12.99,Majority White,3001,34,15,32,460
8040,4920,76.79,1.63,0,6.48,15.1,Majority White,3778,80,0,319,743
8041.02,7153,81.49,0.85,0,13.43,4.22,Majority White,5829,61,0,961,302
8041.04,5058,65.9,2.57,0,24.93,6.6,Majority White,3333,130,0,1261,334
8041.05,4073,83.87,1.06,0,12.57,2.5,Majority White,3416,43,0,512,102
8041.06,7297,69.26,1,0.19,23.05,6.5,Majority White,5054,73,14,1682,474
8041.08,4055,37.9,5.89,0.3,46.14,9.77,Majority Asian,1537,239,12,1871,396
8041.09,2949,76.33,4.54,0,9.7,9.43,Majority White,2251,134,0,286,278
8042.01,8776,70.46,0.75,0,24.17,4.61,Majority White,6184,66,0,2121,405
8042.02,7731,74.27,0.22,0,17.14,8.37,Majority White,5742,17,0,1325,647
8043.05,8613,53.37,5.41,0.74,6.39,34.09,Majority White,4597,466,64,550,2936
8043.06,6249,56.14,0.67,0.82,1.89,40.49,Majority White,3508,42,51,118,2530
8043.08,5818,55.45,8.39,0,17.36,18.8,Majority White,3226,488,0,1010,1094
8043.09,3640,48.96,4.97,0,7.28,38.79,Majority White,1782,181,0,265,1412
8043.1,10248,61.25,1.64,0.81,16.6,19.7,Majority White,6277,168,83,1701,2019
8043.11,9498,49.84,0.86,1.47,26.62,21.2,Majority White,4734,82,140,2528,2014
8044.03,8658,51.89,4.25,3.04,8.43,32.39,Majority White,4493,368,263,730,2804
8044.04,6902,41.9,1.7,0,7,49.41,Majority Latino,2892,117,0,483,3410
8044.05,3998,35.47,7.55,1.28,7.28,48.42,Majority Latino,1418,302,51,291,1936
8044.06,7917,41.99,2.17,0.11,9.73,46,Majority Latino,3324,172,9,770,3642
8045.05,3667,77.31,4.12,0.33,2.7,15.54,Majority White,2835,151,12,99,570
8045.06,5385,75.86,0.71,0.5,14.43,8.51,Majority White,4085,38,27,777,458
8045.07,12971,60.54,1.7,0.16,26.67,10.94,Majority White,7852,220,21,3459,1419
8045.08,2759,44.33,9.86,0.4,13.27,32.15,Majority White,1223,272,11,366,887
8045.09,7197,41.45,2.33,0.51,8.53,47.17,Majority Latino,2983,168,37,614,3395
8045.1,7994,33.44,4.02,0.06,2,60.48,Majority Latino,2673,321,5,160,4835
8045.11,3345,33.21,7.8,0.84,9.27,48.88,Majority Latino,1111,261,28,310,1635
8046.03,6149,45.75,4.11,0,25.58,24.56,Majority White,2813,253,0,1573,1510
8046.06,7442,76.44,1.14,0,14.61,7.81,Majority White,5689,85,0,1087,581
8046.07,6800,73.41,2.15,0,18.82,5.62,Majority White,4992,146,0,1280,382
8046.08,3647,62.16,2.99,0,22.54,12.31,Majority White,2267,109,0,822,449
8046.09,5823,57.14,2.39,0.53,35.51,4.43,Majority White,3327,139,31,2068,258
8046.1,2372,75.76,0.38,0,19.69,4.17,Majority White,1797,9,0,467,99
8046.11,4704,79.42,1.74,0.68,13.1,5.06,Majority White,3736,82,32,616,238
8047.01,7035,37.3,10.43,0,38.76,13.5,Majority Asian,2624,734,0,2727,950
8047.05,4232,52.88,5.22,0,16.82,25.07,Majority White,2238,221,0,712,1061
8047.06,2450,74.41,1.31,0,14.73,9.55,Majority White,1823,32,0,361,234
8047.09,6111,54.87,5.06,0,21.24,18.83,Majority White,3353,309,0,1298,1151
8047.1,4012,77.82,3.64,0.5,9.45,8.6,Majority White,3122,146,20,379,345
8047.11,9025,40.91,4.33,0.73,34.09,19.93,Majority White,3692,391,66,3077,1799
8047.12,5249,67.08,4.48,0,13.62,14.82,Majority White,3521,235,0,715,778
8047.13,4898,35.97,1.14,0.45,43.18,19.25,Majority Asian,1762,56,22,2115,943
8047.14,3509,70.11,2.62,0.46,15.13,11.68,Majority White,2460,92,16,531,410
8047.15,3412,31.86,7.83,0,25.18,35.14,Majority Latino,1087,267,0,859,1199
8047.16,5216,48.79,3.47,0,34.16,13.57,Majority White,2545,181,0,1782,708
8048.03,6509,65,3.5,0.8,20.37,10.32,Majority White,4231,228,52,1326,672
